Paper_Name,Year,Citation_Number,Type
3D Shape Segmentation with Projective Convolutional Networks,2017,396,Oral
SGM-Nets: Semi-Global Matching with Neural Networks,2017,265,Poster
Stereo-Based 3D Reconstruction of Dynamic Fluid Surfaces by Global Optimization,2017,40,Poster
Fine-to-Coarse Global Registration of RGB-D Scans,2017,74,Poster
"Analyzing Computer Vision Data - The Good, the Bad and the Ugly",2017,32,Poster
Product Manifold Filter: Non-rigid Shape Correspondence via Kernel Density Estimation in the Product Space,2017,121,Poster
Unsupervised Vanishing Point Detection and Camera Calibration from a Single Manhattan Image with Radial Distortion,2017,38,Poster
Toroidal Constraints for Two-Point Localization Under High Outlier Ratios,2017,32,Poster
4D Light Field Superpixel and Segmentation,2017,68,Poster
Exploiting Symmetry and/or Manhattan Properties for 3D Object Structure Estimation from Single and Multiple Images,2017,40,Poster
Binary Coding for Partial Action Analysis with Limited Observation Ratios,2017,34,Poster
SphereFace: Deep Hypersphere Embedding for Face Recognition,2017,2849,Poster
IRINA: Iris Recognition (Even) in Inaccurately Segmented Data,2017,36,Poster
Look into Person: Self-Supervised Structure-Sensitive Learning and a New Benchmark for Human Parsing,2017,478,Poster
"Action Unit Detection with Region Adaptation, Multi-labeling Learning and Optimal Temporal Fusing",2017,173,Poster
See the Forest for the Trees: Joint Spatial and Temporal Recurrent Neural Networks for Video-Based Person Re-identification,2017,359,Poster
Joint Intensity and Spatial Metric Learning for Robust Gait Recognition,2017,78,Poster
Pose-Aware Person Recognition,2017,37,Poster
Not Afraid of the Dark: NIR-VIS Face Recognition via Cross-Spectral Hallucination and Low-Rank Embedding,2017,141,Poster
Jointly Learning Energy Expenditures and Activities Using Egocentric Multimodal Signals,2017,68,Poster
Binarized Mode Seeking for Scalable Visual Pattern Discovery,2017,9,Poster
Scribbler: Controlling Deep Image Synthesis with Sketch and Color,2017,535,Poster
Multi-way Multi-level Kernel Modeling for Neuroimaging Classification,2017,24,Poster
WSISA: Making Survival Prediction from Whole Slide Histopathological Images,2017,232,Poster
On the Effectiveness of Visible Watermarks,2017,47,Poster
Snapshot Hyperspectral Light Field Imaging,2017,46,Poster
Semantic Image Inpainting with Deep Generative Models,2017,1207,Poster
Fast Multi-frame Stereo Scene Flow with Motion Segmentation,2017,51,Poster
Improved Stereo Matching with Constant Highway Networks and Reflective Confidence Learning,2017,218,Poster
Optical Flow in Mostly Rigid Scenes,2017,120,Poster
Optical Flow Requires Multiple Strategies (but Only One Network),2017,17,Poster
ECO: Efficient Convolution Operators for Tracking,2017,2505,Poster
Differential Angular Imaging for Material Recognition,2017,89,Poster
Fast Fourier Color Constancy,2017,175,Poster
Comparative Evaluation of Hand-Crafted and Learned Local Features,2017,319,Poster
Learning Fully Convolutional Networks for Iterative Non-blind Deconvolution,2017,172,Poster
Image Deblurring via Extreme Channels Prior,2017,308,Poster
Simultaneous Stereo Video Deblurring and Scene Flow Estimation,2017,58,Poster
Deep Photo Style Transfer,2017,720,Poster
Generative Attribute Controller with Conditional Filtered Generative Adversarial Networks,2017,101,Poster
Fast Haze Removal for Nighttime Image Using Maximum Reflectance Prior,2017,141,Poster
Low-Rank Bilinear Pooling for Fine-Grained Classification,2017,377,Poster
Neural Scene De-rendering,2017,136,Poster
Real-Time Neural Style Transfer for Videos,2017,204,Poster
A Graph Regularized Deep Neural Network for Unsupervised Image Representation Learning,2017,37,Poster
A Study of Lagrangean Decompositions and Dual Ascent Solvers for Graph Matching,2017,54,Poster
Collaborative Deep Reinforcement Learning for Joint Object Search,2017,88,Poster
Loss Max-Pooling for Semantic Image Segmentation,2017,137,Poster
Deep View Morphing,2017,93,Poster
Unsupervised Learning of Long-Term Motion Dynamics for Videos,2017,217,Poster
Revisiting Metric Learning for SPD Matrix Based Visual Representation,2017,20,Poster
Expert Gate: Lifelong Learning with a Network of Experts,2017,482,Poster
"A Gift from Knowledge Distillation: Fast Optimization, Network Minimization and Transfer Learning",2017,1313,Poster
Domain Adaptation by Mixture of Alignments of Second-or Higher-Order Scatter Tensors,2017,130,Poster
Deep Mixture of Linear Inverse Regressions Applied to Head-Pose Estimation,2017,54,Poster
STD2P: RGBD Semantic Segmentation Using Spatio-Temporal Data-Driven Pooling,2017,119,Poster
Harmonic Networks: Deep Translation and Rotation Equivariance,2017,664,Poster
Multimodal Transfer: A Hierarchical Deep Convolutional Neural Network for Fast Artistic Style Transfer,2017,144,Poster
"Detect, Replace, Refine: Deep Structured Prediction for Pixel Wise Labeling",2017,154,Poster
Weighted-Entropy-Based Quantization for Deep Neural Networks,2017,255,Poster
Residual Expansion Algorithm: Fast and Effective Optimization for Nonconvex Least Squares Problems,2017,1,Poster
Bidirectional Beam Search: Forward-Backward Inference in Neural Sequence Models for Fill-in-the-Blank Image Captioning,2017,39,Poster
Newton-Type Methods for Inference in Higher-Order Markov Random Fields,2017,3,Poster
Adaptive Relaxed ADMM: Convergence Theory and Practical Implementation,2017,45,Poster
ViP-CNN: Visual Phrase Guided Convolutional Neural Network,2017,273,Poster
Instance-Aware Image and Sentence Matching with Selective Multimodal LSTM,2017,237,Poster
Kernel Square-Loss Exemplar Machines for Image Retrieval,2017,11,Poster
Cognitive Mapping and Planning for Visual Navigation,2017,701,Poster
"Combining Bottom-Up, Top-Down, and Smoothness Cues for Weakly Supervised Image Segmentation",2017,127,Poster
Seeing into Darkness: Scotopic Visual Recognition,2017,7,Poster
Deep Co-occurrence Feature Learning for Visual Object Recognition,2017,42,Poster
An Empirical Evaluation of Visual Question Answering for Novel Objects,2017,28,Poster
InstanceCut: From Edges to Instances with MultiCut,2017,282,Poster
Fine-Grained Image Classification via Combining Vision and Language,2017,160,Poster
Mimicking Very Efficient Network for Object Detection,2017,285,Poster
Tracking by Natural Language Specification,2017,107,Poster
A Dataset and Exploration of Models for Understanding Video Data through Fill-in-the-Blank Question-Answering,2017,97,Poster
Learning Detection with Diverse Proposals,2017,21,Poster
Skeleton Key: Image Captioning by Skeleton-Attribute Decomposition,2017,126,Poster
"A Low Power, Fully Event-Based Gesture Recognition System",2017,538,Poster
Learning Deep Context-Aware Features over Body and Latent Parts for Person Re-identification,2017,759,Poster
Recurrent Modeling of Interaction Context for Collective Activity Recognition,2017,144,Poster
Primary Object Segmentation in Videos Based on Region Augmentation and Reduction,2017,166,Poster
ROAM: A Rich Object Appearance Model with Application to Rotoscoping,2017,6,Poster
Temporal Residual Networks for Dynamic Scene Recognition,2017,85,Poster
Spatiotemporal Multiplier Networks for Video Action Recognition,2017,1069,Poster
Learning to Learn from Noisy Web Videos,2017,32,Poster
YouTube-BoundingBoxes: A Large High-Precision Human-Annotated Data Set for Object Detection in Video,2017,563,Poster
Online Video Object Segmentation via Convolutional Trident Network,2017,124,Poster
Embodied Question Answering,2018,557,Oral
Learning by Asking Questions,2018,76,Oral
Finding Tiny Faces in the Wild With Generative Adversarial Network,2018,199,Oral
Learning Face Age Progression: A Pyramid Architecture of GANs,2018,179,Oral
PairedCycleGAN: Asymmetric Style Transfer for Applying and Removing Makeup,2018,276,Oral
GANerated Hands for Real-Time 3D Hand Tracking From Monocular RGB,2018,541,Spotlight
Learning Pose Specific Representations by Predicting Different Views,2018,30,Spotlight
Weakly and Semi Supervised Human Body Part Parsing via Pose-Guided Knowledge Transfer,2018,123,Spotlight
Person Transfer GAN to Bridge Domain Gap for Person Re-Identification,2018,1536,Spotlight
Cross-Modal Deep Variational Hand Pose Estimation,2018,285,Spotlight
Disentangled Person Image Generation,2018,457,Spotlight
Super-FAN: Integrated Facial Landmark Localization and Super-Resolution of Real-World Low Resolution Faces in Arbitrary Poses With GANs,2018,324,Spotlight
Multistage Adversarial Losses for Pose-Based Human Image Synthesis,2018,64,Spotlight
Rotation Averaging and Strong Duality,2018,83,Oral
Hybrid Camera Pose Estimation,2018,52,Oral
A Certifiably Globally Optimal Solution to the Non-Minimal Relative Pose Problem,2018,61,Oral
Single View Stereo Matching,2018,199,Spotlight
Fight Ill-Posedness With Ill-Posedness: Single-Shot Variational Depth Super-Resolution From Shading,2018,45,Spotlight
Deep Depth Completion of a Single RGB-D Image,2018,355,Spotlight
Multi-View Harmonized Bilinear Network for 3D Object Recognition,2018,264,Spotlight
PPFNet: Global Context Aware Local Features for Robust 3D Point Matching,2018,450,Spotlight
FoldingNet: Point Cloud Auto-Encoder via Deep Grid Deformation,2018,975,Spotlight
A Papier-Mâché Approach to Learning 3D Surface Generation,2018,1085,Spotlight
LEGO: Learning Edge With Geometry All at Once by Watching Videos,2018,176,Spotlight
Five-Point Fundamental Matrix Estimation for Uncalibrated Cameras,2018,39,Poster
PointFusion: Deep Sensor Fusion for 3D Bounding Box Estimation,2018,579,Poster
Scalable Dense Non-Rigid Structure-From-Motion: A Grassmannian Perspective,2018,49,Poster
GVCNN: Group-View Convolutional Neural Networks for 3D Shape Recognition,2018,497,Poster
Depth and Transient Imaging With Compressive SPAD Array Cameras,2018,20,Poster
GeoNet: Geometric Neural Network for Joint Depth and Surface Normal Estimation,2018,318,Poster
Real-Time Seamless Single Shot 6D Object Pose Prediction,2018,794,Poster
"Factoring Shape, Pose, and Layout From the 2D Image of a 3D Scene",2018,120,Poster
Monocular Relative Depth Perception With Web Stereo Data Supervision,2018,165,Poster
Spline Error Weighting for Robust Visual-Inertial Fusion,2018,22,Poster
Single-Image Depth Estimation Based on Fourier Domain Analysis,2018,135,Poster
Unsupervised Learning of Monocular Depth Estimation and Visual Odometry With Deep Feature Reconstruction,2018,613,Poster
Detect-and-Track: Efficient Pose Estimation in Videos,2018,247,Poster
Supervision-by-Registration: An Unsupervised Approach to Improve the Precision of Facial Landmark Detectors,2018,201,Poster
Diversity Regularized Spatiotemporal Attention for Video-Based Person Re-Identification,2018,371,Poster
Style Aggregated Network for Facial Landmark Detection,2018,336,Poster
Learning Deep Models for Face Anti-Spoofing: Binary or Auxiliary Supervision,2018,555,Poster
Deep Cost-Sensitive and Order-Preserving Feature Learning for Cross-Population Age Estimation,2018,34,Poster
First-Person Hand Action Benchmark With RGB-D Videos and 3D Hand Pose Annotations,2018,429,Poster
A Pose-Sensitive Embedding for Person Re-Identification With Expanded Cross Neighborhood Re-Ranking,2018,503,Poster
Disentangling 3D Pose in a Dendritic CNN for Unconstrained 2D Face Alignment,2018,148,Poster
A Hierarchical Generative Model for Eye Image Synthesis and Eye Gaze Estimation,2018,60,Poster
MiCT: Mixed 3D/2D Convolutional Tube for Human Action Recognition,2018,238,Poster
Learning to Estimate 3D Human Pose and Shape From a Single Color Image,2018,570,Poster
Glimpse Clouds: Human Activity Recognition From Unstructured Feature Points,2018,146,Poster
Context-Aware Deep Feature Compression for High-Speed Visual Tracking,2018,239,Poster
Correlation Tracking via Joint Discrimination and Reliability Learning,2018,187,Poster
PhaseNet for Video Frame Interpolation,2018,169,Poster
The Best of Both Worlds: Combining CNNs and Geometric Constraints for Hierarchical Motion Segmentation,2018,41,Poster
Hyperparameter Optimization for Tracking With Continuous Deep Q-Learning,2018,172,Poster
Scale-Transferrable Object Detection,2018,366,Poster
A Prior-Less Method for Multi-Face Tracking in Unconstrained Videos,2018,24,Poster
End-to-End Flow Correlation Tracking With Spatial-Temporal Attention,2018,311,Poster
Deep Texture Manifold for Ground Terrain Recognition,2018,117,Poster
Learning Superpixels With Segmentation-Aware Affinity Loss,2018,111,Poster
Interactive Image Segmentation With Latent Diversity,2018,178,Poster
The Unreasonable Effectiveness of Deep Features as a Perceptual Metric,2018,5596,Poster
Local Descriptors Optimized for Average Precision,2018,189,Poster
Recovering Realistic Texture in Image Super-Resolution by Deep Spatial Feature Transform,2018,779,Poster
Deep Extreme Cut: From Extreme Points to Object Segmentation,2018,398,Poster
Learning to Parse Wireframes in Images of Man-Made Environments,2018,136,Poster
Occlusion-Aware Rolling Shutter Rectification of 3D Scenes,2018,34,Poster
Content-Sensitive Supervoxels via Uniform Tessellations on Video Manifolds,2018,8,Poster
Intrinsic Image Transformation via Scale Space Decomposition,2018,32,Poster
Learned Shape-Tailored Descriptors for Segmentation,2018,7,Poster
PAD-Net: Multi-Tasks Guided Prediction-and-Distillation Network for Simultaneous Depth Estimation and Scene Parsing,2018,385,Poster
Multi-Image Semantic Matching by Mining Consistent Features,2018,50,Poster
Density-Aware Single Image De-Raining Using a Multi-Stream Dense Network,2018,777,Poster
Joint Cuts and Matching of Partitions in One Graph,2018,18,Poster
Progressive Attention Guided Recurrent Network for Salient Object Detection,2018,621,Poster
Fast and Accurate Single Image Super-Resolution via Information Distillation Network,2018,682,Poster
Hallucinated-IQA: No-Reference Image Quality Assessment via Adversarial Learning,2018,197,Poster
